"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Germany","1999","Not applicable","Not applicable","Percent","2.4093"
"Germany","1998","Not applicable","Not applicable","Percent","2.27838"
"Germany","1997","Not applicable","Not applicable","Percent","2.24087"
"Germany","1996","Not applicable","Not applicable","Percent","2.19565"
"Ghana","2010","Not applicable","Not applicable","Percent","0.37655"
"Ghana","2007","Not applicable","Not applicable","Percent","0.23157"
"Greece","2012","Not applicable","Not applicable","Percent","0.69038"
"Greece","2011","Not applicable","Not applicable","Percent","0.66712"
"Greece","2007","Not applicable","Not applicable","Percent","0.60118"
"Greece","2006","Not applicable","Not applicable","Percent","0.58604"
"Greece","2005","Not applicable","Not applicable","Percent","0.59753"
"Greece","2004","Not applicable","Not applicable","Percent","0.55641"
"Greece","2003","Not applicable","Not applicable","Percent","0.57225"
"Greece","2001","Not applicable","Not applicable","Percent","0.58684"
"Greece","1999","Not applicable","Not applicable","Percent","0.60814"
"Greece","1997","Not applicable","Not applicable","Percent","0.4562"
"Greenland","2004","Not applicable","Not applicable","Percent","0.71581"
"Greenland","2003","Not applicable","Not applicable","Percent","0.55517"
"Greenland","2002","Not applicable","Not applicable","Percent","0.55628"
"Greenland","2001","Not applicable","Not applicable","Percent","0.52741"
"Guatemala","2011","Not applicable","Not applicable","Percent","0.0481"
"Guatemala","2010","Not applicable","Not applicable","Percent","0.0435"
"Guatemala","2009","Not applicable","Not applicable","Percent","0.0553"
"Guatemala","2008","Not applicable","Not applicable","Percent","0.06188"
"Guatemala","2007","Not applicable","Not applicable","Percent","0.06674"
"Guatemala","2006","Not applicable","Not applicable","Percent","0.0493"
"Guatemala","2005","Not applicable","Not applicable","Percent","0.035"
"Honduras","2004","Not applicable","Not applicable","Percent","0.04155"
"Honduras","2003","Not applicable","Not applicable","Percent","0.04215"
"Honduras","2002","Not applicable","Not applicable","Percent","0.04181"
"Honduras","2001","Not applicable","Not applicable","Percent","0.03834"
"Honduras","2000","Not applicable","Not applicable","Percent","0.04453"
"Hong Kong Special Administrative Region of China","2010","Not applicable","Not applicable","Percent","0.74927"
"Hong Kong Special Administrative Region of China","2009","Not applicable","Not applicable","Percent","0.77342"
"Hong Kong Special Administrative Region of China","2008","Not applicable","Not applicable","Percent","0.71996"
"Hong Kong Special Administrative Region of China","2007","Not applicable","Not applicable","Percent","0.75161"
"Hong Kong Special Administrative Region of China","2006","Not applicable","Not applicable","Percent","0.79468"
"Hong Kong Special Administrative Region of China","2005","Not applicable","Not applicable","Percent","0.77343"
"Hong Kong Special Administrative Region of China","2004","Not applicable","Not applicable","Percent","0.72176"
"Hong Kong Special Administrative Region of China","2003","Not applicable","Not applicable","Percent","0.68027"
"Hong Kong Special Administrative Region of China","2002","Not applicable","Not applicable","Percent","0.58147"
"Hong Kong Special Administrative Region of China","2001","Not applicable","Not applicable","Percent","0.53645"
"Hong Kong Special Administrative Region of China","2000","Not applicable","Not applicable","Percent","0.46493"
"Hong Kong Special Administrative Region of China","1999","Not applicable","Not applicable","Percent","0.45767"
"Hong Kong Special Administrative Region of China","1998","Not applicable","Not applicable","Percent","0.4283"
"Hungary","2012","Not applicable","Not applicable","Percent","1.29664"
"Hungary","2011","Not applicable","Not applicable","Percent","1.21777"
"Hungary","2010","Not applicable","Not applicable","Percent","1.17003"
"Hungary","2009","Not applicable","Not applicable","Percent","1.16755"
"Hungary","2008","Not applicable","Not applicable","Percent","1.00351"
"Hungary","2007","Not applicable","Not applicable","Percent","0.98309"
"Hungary","2006","Not applicable","Not applicable","Percent","1.00505"
"Hungary","2005","Not applicable","Not applicable","Percent","0.9436"
"Hungary","2004","Not applicable","Not applicable","Percent","0.87842"
"Hungary","2003","Not applicable","Not applicable","Percent","0.93805"
"Hungary","2002","Not applicable","Not applicable","Percent","1.00161"
"Hungary","2001","Not applicable","Not applicable","Percent","0.93092"
"Hungary","2000","Not applicable","Not applicable","Percent","0.80516"
"Hungary","1999","Not applicable","Not applicable","Percent","0.68325"
"Hungary","1998","Not applicable","Not applicable","Percent","0.66745"
"Hungary","1997","Not applicable","Not applicable","Percent","0.71042"
"Hungary","1996","Not applicable","Not applicable","Percent","0.64026"
"Iceland","2011","Not applicable","Not applicable","Percent","2.60487"
"Iceland","2009","Not applicable","Not applicable","Percent","2.81985"
"Iceland","2008","Not applicable","Not applicable","Percent","2.64604"
"Iceland","2007","Not applicable","Not applicable","Percent","2.68474"
"Iceland","2006","Not applicable","Not applicable","Percent","2.99208"
"Iceland","2005","Not applicable","Not applicable","Percent","2.77293"
"Iceland","2003","Not applicable","Not applicable","Percent","2.81881"
"Iceland","2002","Not applicable","Not applicable","Percent","2.95144"
"Iceland","2001","Not applicable","Not applicable","Percent","2.95168"
"Iceland","2000","Not applicable","Not applicable","Percent","2.66912"
"Iceland","1999","Not applicable","Not applicable","Percent","2.29628"
"Iceland","1998","Not applicable","Not applicable","Percent","2.00087"
"Iceland","1997","Not applicable","Not applicable","Percent","1.83361"
"India","2011","Not applicable","Not applicable","Percent","0.80602"
"India","2010","Not applicable","Not applicable","Percent","0.79718"
"India","2009","Not applicable","Not applicable","Percent","0.81881"
"India","2008","Not applicable","Not applicable","Percent","0.84108"
"India","2007","Not applicable","Not applicable","Percent","0.7908"
"India","2006","Not applicable","Not applicable","Percent","0.79722"
"India","2005","Not applicable","Not applicable","Percent","0.81044"
"India","2004","Not applicable","Not applicable","Percent","0.74385"
"India","2003","Not applicable","Not applicable","Percent","0.70689"
"India","2002","Not applicable","Not applicable","Percent","0.71316"
"India","2001","Not applicable","Not applicable","Percent","0.72323"
"India","2000","Not applicable","Not applicable","Percent","0.74395"
"India","1999","Not applicable","Not applicable","Percent","0.71165"
"India","1998","Not applicable","Not applicable","Percent","0.69166"
"India","1997","Not applicable","Not applicable","Percent","0.67485"
"India","1996","Not applicable","Not applicable","Percent","0.62804"
"Indonesia","2009","Not applicable","Not applicable","Percent","0.08332"
"Indonesia","2001","Not applicable","Not applicable","Percent","0.04756"
"Indonesia","2000","Not applicable","Not applicable","Percent","0.06769"
"Iran, Islamic Republic of","2008","Not applicable","Not applicable","Percent","0.7488"
"Iran, Islamic Republic of","2006","Not applicable","Not applicable","Percent","0.66814"
"Iran, Islamic Republic of","2005","Not applicable","Not applicable","Percent","0.73454"
"Iran, Islamic Republic of","2004","Not applicable","Not applicable","Percent","0.58742"
"Iran, Islamic Republic of","2003","Not applicable","Not applicable","Percent","0.67451"
"Iran, Islamic Republic of","2002","Not applicable","Not applicable","Percent","0.54754"
"Iran, Islamic Republic of","2001","Not applicable","Not applicable","Percent","0.55195"
"Iraq","2011","Not applicable","Not applicable","Percent","0.03378"
"Iraq","2010","Not applicable","Not applicable","Percent","0.03574"
"Iraq","2009","Not applicable","Not applicable","Percent","0.04562"
"Iraq","2008","Not applicable","Not applicable","Percent","0.03435"
"Iraq","2007","Not applicable","Not applicable","Percent","0.04554"
"Ireland","2012","Not applicable","Not applicable","Percent","1.72382"
"Ireland","2011","Not applicable","Not applicable","Percent","1.65775"
"Ireland","2010","Not applicable","Not applicable","Percent","1.68853"
"Ireland","2009","Not applicable","Not applicable","Percent","1.68566"
"Ireland","2008","Not applicable","Not applicable","Percent","1.44557"
"Ireland","2007","Not applicable","Not applicable","Percent","1.28233"
"Ireland","2006","Not applicable","Not applicable","Percent","1.24844"
"Ireland","2005","Not applicable","Not applicable","Percent","1.24619"
"Ireland","2004","Not applicable","Not applicable","Percent","1.22673"
"Ireland","2003","Not applicable","Not applicable","Percent","1.16386"
"Ireland","2002","Not applicable","Not applicable","Percent","1.0984"
"Ireland","2001","Not applicable","Not applicable","Percent","1.0928"
"Ireland","2000","Not applicable","Not applicable","Percent","1.11308"
"Ireland","1999","Not applicable","Not applicable","Percent","1.17854"
"Ireland","1998","Not applicable","Not applicable","Percent","1.23574"
"Ireland","1997","Not applicable","Not applicable","Percent","1.26694"
"Ireland","1996","Not applicable","Not applicable","Percent","1.29594"
"Israel","2012","Not applicable","Not applicable","Percent","3.92627"
"Israel","2011","Not applicable","Not applicable","Percent","3.97351"
"Israel","2010","Not applicable","Not applicable","Percent","3.96501"
"Israel","2009","Not applicable","Not applicable","Percent","4.16801"
"Israel","2008","Not applicable","Not applicable","Percent","4.40296"
"Israel","2007","Not applicable","Not applicable","Percent","4.52323"
"Israel","2006","Not applicable","Not applicable","Percent","4.22459"
"Israel","2005","Not applicable","Not applicable","Percent","4.30688"
"Israel","2004","Not applicable","Not applicable","Percent","4.146"
"Israel","2003","Not applicable","Not applicable","Percent","4.16508"
"Israel","2002","Not applicable","Not applicable","Percent","4.42864"
"Israel","2001","Not applicable","Not applicable","Percent","4.45105"
"Israel","2000","Not applicable","Not applicable","Percent","4.16784"
"Israel","1999","Not applicable","Not applicable","Percent","3.51993"
"Israel","1998","Not applicable","Not applicable","Percent","3.08146"
"Israel","1997","Not applicable","Not applicable","Percent","2.96835"
"Israel","1996","Not applicable","Not applicable","Percent","2.71121"
"Italy","2012","Not applicable","Not applicable","Percent","1.26572"
"Italy","2011","Not applicable","Not applicable","Percent","1.25351"
"Italy","2010","Not applicable","Not applicable","Percent","1.26458"
"Italy","2009","Not applicable","Not applicable","Percent","1.264"
"Italy","2008","Not applicable","Not applicable","Percent","1.20578"
"Italy","2007","Not applicable","Not applicable","Percent","1.17304"
"Italy","2006","Not applicable","Not applicable","Percent","1.12732"
"Italy","2005","Not applicable","Not applicable","Percent","1.08598"
"Italy","2004","Not applicable","Not applicable","Percent","1.09127"
"Italy","2003","Not applicable","Not applicable","Percent","1.10064"
"Italy","2002","Not applicable","Not applicable","Percent","1.12142"
"Italy","2001","Not applicable","Not applicable","Percent","1.08081"
"Italy","2000","Not applicable","Not applicable","Percent","1.03984"
"Italy","1999","Not applicable","Not applicable","Percent","1.01624"
"Italy","1998","Not applicable","Not applicable","Percent","1.04218"
"Italy","1997","Not applicable","Not applicable","Percent","1.02331"
"Italy","1996","Not applicable","Not applicable","Percent","0.98032"
"Jamaica","2002","Not applicable","Not applicable","Percent","0.06096"
"Jamaica","2001","Not applicable","Not applicable","Percent","0.04959"
"Japan","2011","Not applicable","Not applicable","Percent","3.38807"
"Japan","2010","Not applicable","Not applicable","Percent","3.25394"
"Japan","2009","Not applicable","Not applicable","Percent","3.35734"
"Japan","2008","Not applicable","Not applicable","Percent","3.46706"
"Japan","2007","Not applicable","Not applicable","Percent","3.46142"
"Japan","2006","Not applicable","Not applicable","Percent","3.4091"
"Japan","2005","Not applicable","Not applicable","Percent","3.3087"
"Japan","2004","Not applicable","Not applicable","Percent","3.1332"
"Japan","2003","Not applicable","Not applicable","Percent","3.14388"
"Japan","2002","Not applicable","Not applicable","Percent","3.11562"
"Japan","2001","Not applicable","Not applicable","Percent","3.07448"
"Japan","2000","Not applicable","Not applicable","Percent","3.00169"
"Japan","1999","Not applicable","Not applicable","Percent","2.97734"
"Japan","1998","Not applicable","Not applicable","Percent","2.9602"
"Japan","1997","Not applicable","Not applicable","Percent","2.82761"
"Japan","1996","Not applicable","Not applicable","Percent","2.76501"
"Jordan","2008","Not applicable","Not applicable","Percent","0.4347"
"Jordan","2002","Not applicable","Not applicable","Percent","0.33696"
"Kazakhstan","2011","Not applicable","Not applicable","Percent","0.15723"
"Kazakhstan","2010","Not applicable","Not applicable","Percent","0.15341"
"Kazakhstan","2009","Not applicable","Not applicable","Percent","0.22924"
"Kazakhstan","2008","Not applicable","Not applicable","Percent","0.21654"
"Kazakhstan","2007","Not applicable","Not applicable","Percent","0.20884"
"Kazakhstan","2006","Not applicable","Not applicable","Percent","0.24281"
"Kazakhstan","2005","Not applicable","Not applicable","Percent","0.28361"
"Kazakhstan","2004","Not applicable","Not applicable","Percent","0.24837"
"Kazakhstan","2003","Not applicable","Not applicable","Percent","0.25246"
"Kazakhstan","2002","Not applicable","Not applicable","Percent","0.25509"
"Kazakhstan","2001","Not applicable","Not applicable","Percent","0.22009"
"Kazakhstan","2000","Not applicable","Not applicable","Percent","0.18104"
"Kazakhstan","1999","Not applicable","Not applicable","Percent","0.18383"
"Kazakhstan","1998","Not applicable","Not applicable","Percent","0.22039"
"Kazakhstan","1997","Not applicable","Not applicable","Percent","0.29337"
"Kenya","2010","Not applicable","Not applicable","Percent","0.97617"
"Kenya","2007","Not applicable","Not applicable","Percent","0.41679"
"Kuwait","2011","Not applicable","Not applicable","Percent","0.09494"
"Kuwait","2010","Not applicable","Not applicable","Percent","0.09759"
"Kuwait","2009","Not applicable","Not applicable","Percent","0.1122"
"Kuwait","2008","Not applicable","Not applicable","Percent","0.0855"
"Kuwait","2007","Not applicable","Not applicable","Percent","0.08585"
"Kuwait","2006","Not applicable","Not applicable","Percent","0.08478"
"Kuwait","2005","Not applicable","Not applicable","Percent","0.10083"
"Kuwait","2004","Not applicable","Not applicable","Percent","0.1301"
"Kuwait","2003","Not applicable","Not applicable","Percent","0.14347"
"Kuwait","2002","Not applicable","Not applicable","Percent","0.18001"
"Kuwait","2001","Not applicable","Not applicable","Percent","0.17882"
"Kuwait","2000","Not applicable","Not applicable","Percent","0.12543"
"Kuwait","1999","Not applicable","Not applicable","Percent","0.19764"
"Kuwait","1998","Not applicable","Not applicable","Percent","0.25795"
"Kuwait","1997","Not applicable","Not applicable","Percent","0.20539"
"Kyrgyzstan","2011","Not applicable","Not applicable","Percent","0.15633"
"Kyrgyzstan","2010","Not applicable","Not applicable","Percent","0.15547"
"Kyrgyzstan","2009","Not applicable","Not applicable","Percent","0.15997"
"Kyrgyzstan","2008","Not applicable","Not applicable","Percent","0.19017"
"Kyrgyzstan","2007","Not applicable","Not applicable","Percent","0.23425"
"Kyrgyzstan","2006","Not applicable","Not applicable","Percent","0.23014"
"Kyrgyzstan","2005","Not applicable","Not applicable","Percent","0.19861"
"Kyrgyzstan","2004","Not applicable","Not applicable","Percent","0.19926"
"Kyrgyzstan","2003","Not applicable","Not applicable","Percent","0.22272"
"Kyrgyzstan","2002","Not applicable","Not applicable","Percent","0.1981"
"Kyrgyzstan","2001","Not applicable","Not applicable","Percent","0.17189"
"Kyrgyzstan","2000","Not applicable","Not applicable","Percent","0.15637"
"Kyrgyzstan","1999","Not applicable","Not applicable","Percent","0.17992"
"Kyrgyzstan","1998","Not applicable","Not applicable","Percent","0.21064"
"Kyrgyzstan","1997","Not applicable","Not applicable","Percent","0.1939"
"Lao People's Democratic Republic","2002","Not applicable","Not applicable","Percent","0.0371"
"Latvia","2012","Not applicable","Not applicable","Percent","0.65851"
"Latvia","2011","Not applicable","Not applicable","Percent","0.69631"
"Latvia","2010","Not applicable","Not applicable","Percent","0.60459"
"Latvia","2009","Not applicable","Not applicable","Percent","0.45785"
"Latvia","2008","Not applicable","Not applicable","Percent","0.61464"
"Latvia","2007","Not applicable","Not applicable","Percent","0.59493"
"Latvia","2006","Not applicable","Not applicable","Percent","0.69999"
"Latvia","2005","Not applicable","Not applicable","Percent","0.55865"
"Latvia","2004","Not applicable","Not applicable","Percent","0.41792"
"Latvia","2003","Not applicable","Not applicable","Percent","0.37808"
"Latvia","2002","Not applicable","Not applicable","Percent","0.41905"
"Latvia","2001","Not applicable","Not applicable","Percent","0.40499"
"Latvia","2000","Not applicable","Not applicable","Percent","0.44182"
"Latvia","1999","Not applicable","Not applicable","Percent","0.36366"
"Latvia","1998","Not applicable","Not applicable","Percent","0.41072"
"Latvia","1997","Not applicable","Not applicable","Percent","0.38985"
"Latvia","1996","Not applicable","Not applicable","Percent","0.42456"
"Lesotho","2011","Not applicable","Not applicable","Percent","0.01283"
"Lesotho","2009","Not applicable","Not applicable","Percent","0.02951"
"Lesotho","2004","Not applicable","Not applicable","Percent","0.06773"
"Lesotho","2003","Not applicable","Not applicable","Percent","0.05131"
"Lesotho","2002","Not applicable","Not applicable","Percent","0.04943"
"Lithuania","2012","Not applicable","Not applicable","Percent","0.90166"
"Lithuania","2011","Not applicable","Not applicable","Percent","0.91765"
"Lithuania","2010","Not applicable","Not applicable","Percent","0.80127"
"Lithuania","2009","Not applicable","Not applicable","Percent","0.84304"
"Lithuania","2008","Not applicable","Not applicable","Percent","0.79842"
"Lithuania","2007","Not applicable","Not applicable","Percent","0.81393"
"Lithuania","2006","Not applicable","Not applicable","Percent","0.79451"
"Lithuania","2005","Not applicable","Not applicable","Percent","0.75215"
"Lithuania","2004","Not applicable","Not applicable","Percent","0.75393"
"Lithuania","2003","Not applicable","Not applicable","Percent","0.6703"
"Lithuania","2002","Not applicable","Not applicable","Percent","0.66199"
"Lithuania","2001","Not applicable","Not applicable","Percent","0.67192"
"Lithuania","2000","Not applicable","Not applicable","Percent","0.59018"
"Lithuania","1999","Not applicable","Not applicable","Percent","0.50208"
"Lithuania","1998","Not applicable","Not applicable","Percent","0.54312"
"Lithuania","1997","Not applicable","Not applicable","Percent","0.53615"
"Lithuania","1996","Not applicable","Not applicable","Percent","0.48914"
"Luxembourg","2012","Not applicable","Not applicable","Percent","1.44066"
"Luxembourg","2011","Not applicable","Not applicable","Percent","1.41434"
"Luxembourg","2010","Not applicable","Not applicable","Percent","1.50524"
"Luxembourg","2009","Not applicable","Not applicable","Percent","1.74357"
"Luxembourg","2008","Not applicable","Not applicable","Percent","1.65581"
"Luxembourg","2007","Not applicable","Not applicable","Percent","1.57773"
"Luxembourg","2006","Not applicable","Not applicable","Percent","1.66155"
"Luxembourg","2005","Not applicable","Not applicable","Percent","1.55933"
"Luxembourg","2004","Not applicable","Not applicable","Percent","1.63129"
"Luxembourg","2003","Not applicable","Not applicable","Percent","1.64898"
"Luxembourg","2000","Not applicable","Not applicable","Percent","1.65421"
"Macao Special Administrative Region of China","2011","Not applicable","Not applicable","Percent","0.04376"
"Macao Special Administrative Region of China","2010","Not applicable","Not applicable","Percent","0.05172"
"Macao Special Administrative Region of China","2009","Not applicable","Not applicable","Percent","0.05954"
"Macao Special Administrative Region of China","2008","Not applicable","Not applicable","Percent","0.1025"
"Macao Special Administrative Region of China","2007","Not applicable","Not applicable","Percent","0.05806"
"Macao Special Administrative Region of China","2006","Not applicable","Not applicable","Percent","0.08463"
"Macao Special Administrative Region of China","2005","Not applicable","Not applicable","Percent","0.09033"
"Macao Special Administrative Region of China","2004","Not applicable","Not applicable","Percent","0.05545"
"Macao Special Administrative Region of China","2003","Not applicable","Not applicable","Percent","0.06496"
"Macao Special Administrative Region of China","2002","Not applicable","Not applicable","Percent","0.07318"
"Macao Special Administrative Region of China","2001","Not applicable","Not applicable","Percent","0.06554"
"Madagascar","2011","Not applicable","Not applicable","Percent","0.10567"
"Madagascar","2010","Not applicable","Not applicable","Percent","0.11187"
"Madagascar","2009","Not applicable","Not applicable","Percent","0.14616"
"Madagascar","2008","Not applicable","Not applicable","Percent","0.1343"
"Madagascar","2007","Not applicable","Not applicable","Percent","0.14037"
"Madagascar","2006","Not applicable","Not applicable","Percent","0.16373"
"Madagascar","2005","Not applicable","Not applicable","Percent","0.17555"
"Madagascar","2004","Not applicable","Not applicable","Percent","0.22353"
"Madagascar","2003","Not applicable","Not applicable","Percent","0.33841"
"Madagascar","2002","Not applicable","Not applicable","Percent","0.24552"
"Madagascar","2001","Not applicable","Not applicable","Percent","0.21821"
"Madagascar","2000","Not applicable","Not applicable","Percent","0.11976"
"Madagascar","1999","Not applicable","Not applicable","Percent","0.096"
"Madagascar","1998","Not applicable","Not applicable","Percent","0.11044"
"Madagascar","1997","Not applicable","Not applicable","Percent","0.22032"
"Malaysia","2011","Not applicable","Not applicable","Percent","1.06529"
"Malaysia","2010","Not applicable","Not applicable","Percent","1.0674"
"Malaysia","2009","Not applicable","Not applicable","Percent","1.01001"
"Malaysia","2008","Not applicable","Not applicable","Percent","0.78847"
"Malaysia","2006","Not applicable","Not applicable","Percent","0.61106"
"Malaysia","2004","Not applicable","Not applicable","Percent","0.5999"
"Malaysia","2002","Not applicable","Not applicable","Percent","0.65254"
"Malaysia","2000","Not applicable","Not applicable","Percent","0.469"
"Malaysia","1998","Not applicable","Not applicable","Percent","0.39789"
"Malaysia","1996","Not applicable","Not applicable","Percent","0.21645"
"Mali","2010","Not applicable","Not applicable","Percent","0.66142"
"Mali","2007","Not applicable","Not applicable","Percent","0.24915"
"Malta","2012","Not applicable","Not applicable","Percent","0.84241"
"Malta","2011","Not applicable","Not applicable","Percent","0.72059"
"Malta","2010","Not applicable","Not applicable","Percent","0.68136"
"Malta","2009","Not applicable","Not applicable","Percent","0.54476"
"Malta","2008","Not applicable","Not applicable","Percent","0.55969"
"Malta","2007","Not applicable","Not applicable","Percent","0.57891"
"Malta","2006","Not applicable","Not applicable","Percent","0.61592"
"Malta","2005","Not applicable","Not applicable","Percent","0.5657"
"Malta","2004","Not applicable","Not applicable","Percent","0.52912"
"Malta","2003","Not applicable","Not applicable","Percent","0.25267"
"Malta","2002","Not applicable","Not applicable","Percent","0.26036"
"Mauritius","2005","Not applicable","Not applicable","Percent","0.37229"
"Mauritius","2004","Not applicable","Not applicable","Percent","0.37932"
"Mauritius","2003","Not applicable","Not applicable","Percent","0.33806"
"Mauritius","2002","Not applicable","Not applicable","Percent","0.37377"
"Mauritius","2001","Not applicable","Not applicable","Percent","0.36873"
"Mauritius","2000","Not applicable","Not applicable","Percent","0.28903"
"Mauritius","1999","Not applicable","Not applicable","Percent","0.31388"
"Mauritius","1998","Not applicable","Not applicable","Percent","0.26178"
"Mauritius","1997","Not applicable","Not applicable","Percent","0.27899"
"Mexico","2011","Not applicable","Not applicable","Percent","0.42869"
"Mexico","2010","Not applicable","Not applicable","Percent","0.45592"
"Mexico","2009","Not applicable","Not applicable","Percent","0.43064"
"Mexico","2008","Not applicable","Not applicable","Percent","0.40383"
"Mexico","2007","Not applicable","Not applicable","Percent","0.36836"
"Mexico","2006","Not applicable","Not applicable","Percent","0.37266"
"Mexico","2005","Not applicable","Not applicable","Percent","0.40176"
"Mexico","2004","Not applicable","Not applicable","Percent","0.39189"
"Mexico","2003","Not applicable","Not applicable","Percent","0.38416"
"Mexico","2002","Not applicable","Not applicable","Percent","0.37724"
"Mexico","2001","Not applicable","Not applicable","Percent","0.33445"
"Mexico","2000","Not applicable","Not applicable","Percent","0.31309"
"Mexico","1999","Not applicable","Not applicable","Percent","0.35204"
"Mexico","1998","Not applicable","Not applicable","Percent","0.31297"
"Mexico","1997","Not applicable","Not applicable","Percent","0.28425"
"Mexico","1996","Not applicable","Not applicable","Percent","0.25641"
"Moldova","2011","Not applicable","Not applicable","Percent","0.40499"
"Moldova","2010","Not applicable","Not applicable","Percent","0.43987"
"Moldova","2009","Not applicable","Not applicable","Percent","0.52557"
"Moldova","2008","Not applicable","Not applicable","Percent","0.53463"
"Moldova","2007","Not applicable","Not applicable","Percent","0.54558"
"Moldova","2006","Not applicable","Not applicable","Percent","0.40622"
"Moldova","2005","Not applicable","Not applicable","Percent","0.39865"
"Moldova","2004","Not applicable","Not applicable","Percent","0.34903"
"Moldova","2003","Not applicable","Not applicable","Percent","0.32405"
"Moldova","1997","Not applicable","Not applicable","Percent","0.80679"
"Moldova","1996","Not applicable","Not applicable","Percent","0.87295"
"Monaco","2005","Not applicable","Not applicable","Percent","0.03752"
"Monaco","2004","Not applicable","Not applicable","Percent","0.03719"
"Mongolia","2011","Not applicable","Not applicable","Percent","0.27392"
"Mongolia","2010","Not applicable","Not applicable","Percent","0.28335"
"Mongolia","2009","Not applicable","Not applicable","Percent","0.30478"
"Mongolia","2008","Not applicable","Not applicable","Percent","0.33667"
"Mongolia","2007","Not applicable","Not applicable","Percent","0.23827"
"Mongolia","2006","Not applicable","Not applicable","Percent","0.19121"
"Mongolia","2005","Not applicable","Not applicable","Percent","0.23776"
"Mongolia","2004","Not applicable","Not applicable","Percent","0.26777"
"Mongolia","2003","Not applicable","Not applicable","Percent","0.2518"
"Mongolia","2002","Not applicable","Not applicable","Percent","0.25173"
"Mongolia","2001","Not applicable","Not applicable","Percent","0.26749"
"Mongolia","2000","Not applicable","Not applicable","Percent","0.18757"
"Mongolia","1999","Not applicable","Not applicable","Percent","0.15016"
"Mongolia","1998","Not applicable","Not applicable","Percent","0.16643"
"Mongolia","1997","Not applicable","Not applicable","Percent","0.16786"
"Montenegro","2011","Not applicable","Not applicable","Percent","0.40864"
"Montenegro","2007","Not applicable","Not applicable","Percent","1.14891"
"Montenegro","2006","Not applicable","Not applicable","Percent","1.24172"
"Montenegro","2005","Not applicable","Not applicable","Percent","0.92443"
"Montenegro","2004","Not applicable","Not applicable","Percent","1.01872"
"Montenegro","2003","Not applicable","Not applicable","Percent","0.79774"
"Morocco","2010","Not applicable","Not applicable","Percent","0.7338"
"Morocco","2006","Not applicable","Not applicable","Percent","0.63568"
"Morocco","2003","Not applicable","Not applicable","Percent","0.65909"
"Morocco","2002","Not applicable","Not applicable","Percent","0.54955"
"Morocco","2001","Not applicable","Not applicable","Percent","0.63473"
"Morocco","1998","Not applicable","Not applicable","Percent","0.2856"
"Mozambique","2010","Not applicable","Not applicable","Percent","0.4626"
"Mozambique","2008","Not applicable","Not applicable","Percent","0.17774"
"Mozambique","2006","Not applicable","Not applicable","Percent","0.53299"
"Mozambique","2002","Not applicable","Not applicable","Percent","0.50421"
"Myanmar","2002","Not applicable","Not applicable","Percent","0.16216"
"Myanmar","2001","Not applicable","Not applicable","Percent","0.07144"
"Myanmar","2000","Not applicable","Not applicable","Percent","0.11306"
"Myanmar","1999","Not applicable","Not applicable","Percent","0.04406"
"Myanmar","1998","Not applicable","Not applicable","Percent","0.03417"
"Myanmar","1997","Not applicable","Not applicable","Percent","0.05985"
"Namibia","2010","Not applicable","Not applicable","Percent","0.14441"
"Nepal","2010","Not applicable","Not applicable","Percent","0.3022"
"Nepal","2009","Not applicable","Not applicable","Percent","0.25924"
"Nepal","2008","Not applicable","Not applicable","Percent","0.05439"
"Netherlands","2012","Not applicable","Not applicable","Percent","2.15676"
"Netherlands","2011","Not applicable","Not applicable","Percent","2.02672"
"Netherlands","2010","Not applicable","Not applicable","Percent","1.8562"
"Netherlands","2009","Not applicable","Not applicable","Percent","1.81566"
"Netherlands","2008","Not applicable","Not applicable","Percent","1.76658"
"Netherlands","2007","Not applicable","Not applicable","Percent","1.80876"
"Netherlands","2006","Not applicable","Not applicable","Percent","1.88351"
"Netherlands","2005","Not applicable","Not applicable","Percent","1.90336"
"Netherlands","2004","Not applicable","Not applicable","Percent","1.92779"
"Netherlands","2003","Not applicable","Not applicable","Percent","1.91804"
"Netherlands","2002","Not applicable","Not applicable","Percent","1.88021"
"Netherlands","2001","Not applicable","Not applicable","Percent","1.93308"
"Netherlands","2000","Not applicable","Not applicable","Percent","1.93559"
"Netherlands","1999","Not applicable","Not applicable","Percent","1.97984"
"Netherlands","1998","Not applicable","Not applicable","Percent","1.89505"
"Netherlands","1997","Not applicable","Not applicable","Percent","1.98928"
"Netherlands","1996","Not applicable","Not applicable","Percent","1.98411"
"New Zealand","2011","Not applicable","Not applicable","Percent","1.2709"
"New Zealand","2009","Not applicable","Not applicable","Percent","1.28243"
"New Zealand","2007","Not applicable","Not applicable","Percent","1.17448"
"New Zealand","2005","Not applicable","Not applicable","Percent","1.12939"
"New Zealand","2003","Not applicable","Not applicable","Percent","1.15985"
"New Zealand","2001","Not applicable","Not applicable","Percent","1.11265"
"New Zealand","1999","Not applicable","Not applicable","Percent","0.97416"
"New Zealand","1997","Not applicable","Not applicable","Percent","1.06669"
"Nicaragua","2002","Not applicable","Not applicable","Percent","0.03493"
"Nicaragua","1997","Not applicable","Not applicable","Percent","0.0651"
"Nigeria","2007","Not applicable","Not applicable","Percent","0.21896"
"Norway","2012","Not applicable","Not applicable","Percent","1.65474"
"Norway","2011","Not applicable","Not applicable","Percent","1.65191"
"Norway","2010","Not applicable","Not applicable","Percent","1.68061"
"Norway","2009","Not applicable","Not applicable","Percent","1.75813"
