"probeset_id"	"UT.1"	"UT.2"	"UT.3"	"Drug_53.1"	"Drug_53.2"	"Drug_53.3"	"Drug_11.1"	"Drug_11.2"	"Drug_11.3"	"Drug_38.1"	"Drug_38.2"	"Drug_38.3"	"Drug_49.1"	"Drug_49.2"	"Drug_49.3"	"Comment.gene_symbols."	"Comment.descriptions."
"649"	"TC02001740.hg.1"	2.14392625843341	2.1530782475131	2.12610721923903	2.17954777663327	2.23177493904696	2.24393888752754	2.20434201812	2.22506750190604	2.37325927961123	2.24150453507877	2.35479731740449	2.24014289840797	2.20795568388026	2.49567649895193	2.22724423953395	"SULT6B1"	"sulfotransferase family, cytosolic, 6B, member 1"
"650"	"TC17001518.hg.1"	7.393100129066	7.35616640125561	7.42685056478144	7.32407975611246	7.38734361831578	7.35103938298592	7.33834181074747	7.38076510541363	7.41308549689476	7.31380427473372	7.37097033676294	7.366012199962	7.32274338939849	7.44970576582534	7.39109963136552	"NT5C3L"	"5'-nucleotidase, cytosolic III-like"
"651"	"TC04001644.hg.1"	3.24783006214825	2.97947377513453	3.05336403338273	2.9028562288728	2.9809668823195	3.09349225996662	3.01008766199764	2.97254984385996	3.08573632925053	3.09072709456546	3.3009038827901	2.95781928847863	3.47547197432879	3.18926560371828	3.10897244580794	"RN5S169"	"RNA, 5S ribosomal 169"
"652"	"TC02002668.hg.1"	5.81587617413946	5.87745799418372	5.99495750422803	5.97713832378191	5.927980986894	5.93812248153379	6.01081443315028	5.81306218784532	5.91017265630766	5.98003640171625	5.86326415585146	5.82139518369148	5.51642893009781	5.64074378888831	5.47654201061577	"PPIL3"	"peptidylprolyl isomerase (cyclophilin)-like 3"
"653"	"TC07000487.hg.1"	5.83305696764232	5.88114931517462	5.70255759061493	5.79959393449407	5.77238823769285	5.79536117364194	5.92341003757861	5.94625724414989	5.92922769694378	5.86901878852965	5.76330276479817	5.9011078183531	5.89244010837873	5.80539621097971	5.79859455311024	"ZP3"	"zona pellucida glycoprotein 3 (sperm receptor)"
"654"	"TC6_qbl_hap6000191.hg.1"	6.15402335945485	5.98897366190308	5.83147089286846	5.98025828463916	5.94426625357909	5.94781511756695	6.05000350105684	6.30710463977536	6.26258503385827	6.06103097159796	6.25155252860228	6.30318842495993	6.31051536652619	6.3173298894302	6.34576670002623	"COL11A2"	"collagen, type XI, alpha 2"
"655"	"TC05000164.hg.1"	4.50488170663237	4.14335543899135	4.48298563280115	4.09060545777875	4.72861501458056	4.72939459588015	4.5170413666474	4.60352640058363	4.44744501297797	4.63631742374786	4.85865939594252	4.33449266032631	4.8344314165136	4.62426569216222	4.90833520199926	"RN5S181"	"RNA, 5S ribosomal 181"
"656"	"TC0X000511.hg.1"	2.17991936628814	2.12479171127103	2.15453752011969	2.17554483167164	2.19064869180249	2.14147074770499	2.21558516220931	2.32639466233743	2.22436680132091	2.26053228302163	2.35214561626662	2.45284033918017	2.45166118726092	2.3367584097333	2.33400701383565	"IL1RAPL2"	"interleukin 1 receptor accessory protein-like 2"
"657"	"TC12000082.hg.1"	7.71220022222145	7.93717464189348	8.75359566669363	7.78385867177513	7.57141935337093	7.58382981406954	6.9518308279781	7.23715509664491	7.97109182266587	6.46803630666152	7.94993882703225	7.63301808826407	7.38876199641769	8.96993472278049	8.74709142916142	"NCAPD2"	"non-SMC condensin I complex, subunit D2"
"658"	"TC19001635.hg.1"	8.02999780635819	7.97851760789671	8.01088621121323	7.99782130549264	8.01899488807897	8.10215873042226	7.84391835669837	7.90302443900171	7.96035880030311	7.90287555909004	8.00791244795349	8.01586443764006	7.97571010044851	8.07933560527344	8.11266551270674	"SYMPK"	"symplekin"
"659"	"TC02001780.hg.1"	7.68163005175744	7.59342039808961	7.4349923306996	7.54958134777437	7.56203274773019	7.63676804280651	7.55270255873966	7.83593401433425	7.83689147122599	7.59677658513748	7.84782497319097	7.78757393735058	7.87989970476188	8.03767877520689	7.93388987021556	"KCNG3"	"potassium voltage-gated channel, subfamily G, member 3"
"660"	"TC02001321.hg.1"	5.93614850406927	5.82765845921614	5.81627470380618	5.90814093068483	5.84356275980318	5.8769912823179	5.81137739996425	5.89049174580173	5.95914947391316	5.8880368559841	5.9933738103364	6.01253818136498	6.23090376132569	6.23256271746009	6.18812717550152	"STK16"	"serine/threonine kinase 16"
"661"	"TC03000720.hg.1"	4.58722531931078	4.38798910901764	4.33005201577921	4.35874891459126	4.4212521440276	4.38475647632762	4.45229626832993	4.67683847583543	4.51613704402611	4.53024451621545	4.58053348198659	4.62448873199286	4.66364481898338	4.58676230216726	4.58826139684339	"BFSP2"	"beaded filament structural protein 2, phakinin"
"662"	"TC07002070.hg.1"	5.08898894996127	4.87252191748302	4.79194033318774	5.07919503428594	5.01580375197222	5.11006725758808	5.02562369055132	5.20753339925654	5.0255736671488	5.36276278257866	5.32424363243721	5.24335778347879	5.44394893016755	5.55177788044683	5.42711348185761	"C7orf13"	"chromosome 7 open reading frame 13"
"663"	"TC16000063.hg.1"	8.03251936915451	8.0397361461828	8.12563901544654	8.16083072198832	8.10764437479168	8.1701718719461	7.6342549353632	7.89891572568919	7.93123663097487	7.73841412903186	8.1220914582385	8.09744984522947	8.52726612183169	8.4983376855972	8.3517765470233	"TRAF7"	"TNF receptor-associated factor 7, E3 ubiquitin protein ligase"
"664"	"TC19000705.hg.1"	5.33786612122286	5.15744095061146	5.06971577927956	5.12414730639405	5.20424947985099	5.09874391638985	5.26916753154553	5.43226794755685	5.37702945321764	5.16417954815161	5.26035317540706	5.43348535313166	5.30964413294287	5.43281559383915	5.42782920485498	"SULT2B1"	"sulfotransferase family, cytosolic, 2B, member 1"
"665"	"TC15000281.hg.1"	5.91417119449491	5.74904863747447	6.00482377570222	5.83242269415596	5.84856312568873	5.8965319910236	5.81469847601478	6.07042401651779	6.04029762428405	5.81891462668452	5.92462667592152	5.87439086673753	5.95800962534322	5.99581281550117	5.95614109288165	"DISP2"	"dispatched homolog 2 (Drosophila)"
"666"	"TC0X000658.hg.1"	6.69838097917757	6.60201218598227	6.67899496571268	6.78635973964487	6.6025860215142	6.62093848556388	6.52947272370829	6.64703928017161	6.61048333076595	6.6041652367169	6.67574930585428	6.76862497349753	6.89445083062353	6.77797473785553	6.88885281593785	"FHL1"	"four and a half LIM domains 1"
"667"	"TC11001324.hg.1"	1.63169810528238	1.58090625379785	1.38471506451023	1.5827608864307	1.50692861052548	1.64956572577418	1.51795694023326	1.7144029030962	1.6279070190244	1.45772430903181	1.59842609034126	1.61053596035476	1.80751442224025	1.73939560758932	1.99809078276749	"OR52A4"	"olfactory receptor, family 52, subfamily A, member 4"
"668"	"TC17001147.hg.1"	7.82182825305755	7.89234074179004	7.91227285624549	7.82104929090602	7.79975268723915	7.83379581791233	7.50838935577809	7.45103062512839	7.67634396755554	7.46520187445878	7.68650698235554	7.64585567525794	7.42323256589616	7.70566883890771	7.65023317818598	"ELAC2"	"elaC homolog 2 (E. coli)"
"669"	"TC11003452.hg.1"	1.87456231677234	1.88454029837209	1.81528640310055	1.80840433374232	1.806459596179	1.77799328469832	1.83267503700273	1.95892683276179	1.9670810684726	1.7590256153932	1.87890959544016	2.02705150111634	2.11986041294186	1.92182633854493	2.03187122635567	"MS4A14"	"membrane-spanning 4-domains, subfamily A, member 14"
"670"	"TC08001501.hg.1"	8.56581071745257	8.51656409037329	8.59757964861987	8.52319325665049	8.46469872577045	8.63419664242944	8.24148491604388	7.99085037984701	7.82354076791096	8.21442493293458	7.86948580114188	7.9563101421178	7.95511904272087	7.93867095248422	8.13055438215811	"AZIN1"	"antizyme inhibitor 1"
"671"	"TC06000655.hg.1"	5.0683956936498	5.27238553782998	5.14142701760504	5.22709950449671	5.15901142100996	5.19678623127552	5.16269549875369	4.85929865327169	5.2172133631325	5.10979480078253	4.96471999407925	4.84448354938917	5.10825187066111	4.93205555983335	4.85578382577476	"EFHC1"	"EF-hand domain (C-terminal) containing 1"
"672"	"TC03001906.hg.1"	3.28979695598235	3.05018178700865	2.70258222596601	2.8340981551054	2.80230486706098	3.16042876728512	3.34332125087515	3.33595004140043	3.17127462388193	2.80339176683806	2.87425168454747	2.86696001667167	4.19818062014589	3.70901730153085	3.29904850863958	"P2RY13"	"purinergic receptor P2Y, G-protein coupled, 13"
"673"	"TC02002832.hg.1"	5.22191053375004	5.22175923286592	5.12384056934234	5.12127781890195	5.10408965479894	5.1496828351427	5.18164216236211	5.31920653781366	5.34717823687086	5.18519530553783	5.34030029539099	5.3383143784531	5.38735150018506	5.48712160306256	5.37279561165529	"COL4A4"	"collagen, type IV, alpha 4"
"674"	"TC11000523.hg.1"	5.61483413257987	5.51150258810541	5.56681806587551	5.49710736685105	5.47638103901327	5.47081340843434	5.57112245320412	5.77461421054874	5.64116980008975	5.46989570965479	5.63888251383752	5.70604246022919	5.60050809288725	5.77852622980493	5.80989920216903	"CD6"	"CD6 molecule"
"675"	"TC17000655.hg.1"	6.80594716756081	6.79349799985842	6.78864349860795	6.74674037244508	6.65764480517564	6.66392230964226	6.53571311408547	6.73792333119721	6.9082721473895	6.36382993416313	6.69180139034232	6.62543651251929	6.52022327123392	6.75831750816014	6.67427739719863	"PDK2"	"pyruvate dehydrogenase kinase, isozyme 2"
"676"	"TC16000490.hg.1"	8.2341480091073	8.17264567788784	8.14409908173859	8.24967298635949	8.19673264715715	8.18492741256165	7.67624861751831	7.78566607322022	7.81340858960998	7.71953382995553	7.96543840422533	7.92236207911133	7.40685171356503	7.73185130347626	7.78545235281703	"COQ9"	"coenzyme Q9 homolog (S. cerevisiae)"
"677"	"TC0X000625.hg.1"	3.78820140596598	3.60407736208763	3.58843638812472	3.67149953901788	3.5894372363652	3.77335509432468	3.65138918747159	3.89386241247768	3.73622937002196	3.77800400337215	3.8838091314398	3.97168056361633	3.90754005930172	3.78897855015807	3.85759301145182	"ARHGAP36"	"Rho GTPase activating protein 36"
"678"	"TC15000865.hg.1"	6.18931852604107	6.43378928861809	6.27963664408521	6.29208324800277	6.46967599638573	6.43108413926767	6.41714602921325	6.34702787461339	6.44453640121331	6.45958270844135	6.45860246104011	6.43433204279553	6.37705878781814	6.45670056031416	6.54168122305112	"IQGAP1"	"IQ motif containing GTPase activating protein 1"
"679"	"TC21000384.hg.1"	2.41329619996589	2.4054974018948	2.3207532262262	2.13291577867388	2.23723595878204	2.26978832719296	2.82488343494207	2.52385911833106	2.42904416768313	2.26354416658402	2.48953917061295	2.650199847483	2.47485655752952	2.32725153870013	2.76801395835022	"KRTAP21-1"	"keratin associated protein 21-1"
"680"	"TC07000125.hg.1"	3.07262264155961	3.22250824445452	3.02890413261091	2.88582264395824	2.96461388373425	2.90445958371686	3.09385370278571	3.1194736298415	3.15902155460855	3.048854840745	3.0713880196922	2.97637972741464	3.27772625766947	3.14113737693613	3.31730822374433	"ITGB8"	"integrin, beta 8"
"681"	"TC19000661.hg.1"	5.29003961222696	5.13576423423513	5.18186777315817	5.16856567860888	5.11636173323614	5.02167539335897	5.30809525998336	5.33227076815393	5.23735288559746	5.14820876760999	5.36957503321317	5.14653454247488	5.31514828430276	5.4822270715796	5.42005896975209	"IGFL1"	"IGF-like family member 1"
"682"	"TC19001215.hg.1"	9.66009512689899	9.41952875578001	9.45785956174088	9.64593725653721	9.47791059442009	9.64867659640079	9.51975203872818	9.58408274438788	9.41052206714824	9.58275137898939	9.37747567140003	9.470175088625	9.15186860315209	8.90218378693736	8.81255540002117	"FARSA"	"phenylalanyl-tRNA synthetase, alpha subunit"
"683"	"TC10000788.hg.1"	3.86188739120194	3.73475582300752	3.62934451702714	3.68366612916592	3.70511581264383	3.71630878213311	3.71050255883314	3.91573340818733	3.90374806103984	3.76751130806635	3.8832981300352	3.97998781477567	3.97071579731145	3.99335280790277	3.94642688293879	"SORCS3"	"sortilin-related VPS10 domain containing receptor 3"
"684"	"TC11001760.hg.1"	2.56454842893678	2.4683798849457	2.35745901183336	2.36318807644968	2.05772336086808	2.43986073183226	2.43415350533099	2.78011904658478	2.67463548630422	2.4928668722852	2.18773511292037	2.45895109901216	2.69818412269056	2.42223643720736	2.71581413663396	"OR4C12"	"olfactory receptor, family 4, subfamily C, member 12"
"685"	"TC21001072.hg.1"	7.12397664352017	7.22866161882978	7.26186946162263	7.09363314178629	7.00433902411149	6.9854124819918	6.73586424764335	6.51181007065991	6.64587701028406	6.85214898481695	6.71633369933904	6.71065481697887	6.75843138385577	7.21711406400668	7.05582044258638	"C21orf59"	"chromosome 21 open reading frame 59"
"686"	"TC06001911.hg.1"	5.94196215715505	6.04432687057807	5.77443280020694	5.94298848126532	6.01910571049748	6.00145487264947	6.01954657405675	5.61448095290826	5.60232473581752	6.12748974521963	5.59925617090658	5.66057956487157	5.55950251271854	4.97070770721073	5.0658929573186	"PGM3"	"phosphoglucomutase 3"
"687"	"TC01002794.hg.1"	1.50168244821877	1.45720737942618	1.30527026463024	1.41373185693217	1.3304431933366	1.38847478791997	1.44920433616618	1.72182993693022	1.55104012395752	1.33369273207527	1.36114585590643	1.500233468114	1.78237263224576	1.70665268707995	1.81270092494881	"ASB17"	"ankyrin repeat and SOCS box containing 17"
"688"	"TC0Y000081.hg.1"	3.09381677369306	2.88352435297813	2.92703963457768	3.20858584236939	2.94710056767383	3.09166455525198	2.94518068314636	3.22468546433716	2.88129556748124	3.10290328864332	3.17631652313903	3.60153715435681	3.38677558791945	3.33441214945077	3.20180759193344	"TTTY4C|TTTY4B|TTTY4"	"testis-specific transcript, Y-linked 4C (non-protein coding)|testis-specific transcript, Y-linked 4B (non-protein coding)|testis-specific transcript, Y-linked 4 (non-protein coding)"
"689"	"TC07001566.hg.1"	2.31353654877849	2.41854754283888	2.31689840304156	2.38865790939775	2.41680476220219	2.36300643661956	2.4023002843978	2.5289840557937	2.46708655687494	2.29447604179745	2.56021351214065	2.51709241638169	2.6925163421368	2.61023351203072	2.57926897312493	"SEMA3E"	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"
"690"	"TC05000296.hg.1"	7.67172492875901	7.68974843569916	7.73093023616965	7.83258323854188	7.92693859517804	7.89385599576214	8.03424249018452	7.7101693214125	7.70545749437044	8.07469357196431	7.74640376302428	7.82043181488244	7.18674878813383	7.03191273350555	7.16016769296643	"SLC30A5"	"solute carrier family 30 (zinc transporter), member 5"
"691"	"TC19000011.hg.1"	6.39845701370115	6.27354395533121	6.20526863377172	6.28130539617024	6.29265060835903	6.33522875847577	6.46556087124147	6.72015390933153	6.52411785729599	6.43487730562675	6.61428619808578	6.71616444422367	6.46775566495763	6.75899722215146	6.59764882835692	"FGF22"	"fibroblast growth factor 22"
"692"	"TC06001422.hg.1"	1.39623163230221	1.67681364090854	2.0261745417351	1.51749440391073	1.32771857890105	1.4384857853495	1.141853141293	1.40580458901108	1.87938817614158	1.12941287652961	1.79649219102914	1.47227583974864	1.24224124407021	2.18393675499363	1.96670277465619	"HIST1H2AJ"	"histone cluster 1, H2aj"
"693"	"TC0Y000090.hg.1"	2.03470134069275	1.98157232860664	2.03364041175356	2.01520309609888	2.06940159040472	1.99010572165277	2.09580620469167	2.08802588108229	2.06644350326269	2.17930230355089	2.02424306989651	1.89872136242097	2.35184467173313	1.89296091824867	2.07149272305866	"TTTY17C|TTTY17B|TTTY17A"	"testis-specific transcript, Y-linked 17C (non-protein coding)|testis-specific transcript, Y-linked 17B (non-protein coding)|testis-specific transcript, Y-linked 17A (non-protein coding)"
"694"	"TC10001551.hg.1"	8.42430476447904	8.42230149130317	8.35674269344265	8.44681119841959	8.42501060587791	8.50946782993681	8.41025622363847	8.376437524133	8.30965711619563	8.34254197131592	8.2824530827929	8.33159272363275	8.42593274770598	8.34099499415345	8.28468930279111	"ALDH18A1"	"aldehyde dehydrogenase 18 family, member A1"
"695"	"TC04000945.hg.1"	6.57496937487913	6.61987750764436	6.43750283705471	6.63984964843404	6.45464238387597	6.56781379031457	6.74106772215989	6.96873866453181	6.73473982160465	6.65304481269154	6.79028913235288	6.76387537726836	6.98456496435805	6.78888565047414	6.85772613159941	"DUX4L2|DUX2|LOC100288657|LOC100288627|DUX4L3|DUX4L5|DUX4L6|DUX4L7|DUX4"	"double homeobox 4 like 2|double homeobox 2|double homeobox protein 4-like|double homeobox protein 4-like|double homeobox 4 like 3|double homeobox 4 like 5|double homeobox 4 like 6|double homeobox 4 like 7|double homeobox 4"
"696"	"TC17001965.hg.1"	6.35503393623961	6.26732773403501	6.07900328627359	6.12190189376439	6.11689091929432	6.12266467775093	6.2207744679906	6.39079835378213	6.16797682639826	6.28755101648599	6.06859995805305	6.16713921877032	6.7372616166041	6.67526101810173	6.5908072614934	"MAFG"	"v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)"
"697"	"TC17000439.hg.1"	6.97955790925128	7.011254215715	7.15795072219074	7.09124162114057	6.99262044465112	7.16077510326983	6.85992415087507	6.9697871512613	7.0216634920325	6.95634293556639	7.05559121038705	7.03722990399848	7.38947321756515	7.38379570647089	7.48710582611717	"DHRS11"	"dehydrogenase/reductase (SDR family) member 11"
"698"	"TC01002065.hg.1"	1.72636930788073	1.2902147336016	1.51028674645936	1.28728158521668	1.55411062870438	1.69113484553059	1.20771366166259	1.64852735196351	1.61929487664435	1.51385121509056	1.38375457774544	1.29821937092021	1.85372538690181	1.77950053522177	1.90160956315811	"OR4F29|OR4F3|OR4F16"	"olfactory receptor, family 4, subfamily F, member 29|olfactory receptor, family 4, subfamily F, member 3|olfactory receptor, family 4, subfamily F, member 16"
"699"	"TC11002220.hg.1"	2.02299618558589	2.10658158715759	2.01247535631771	2.0481343730248	1.92502501379999	2.07668680607534	1.97653468537129	2.15852131179677	2.08652549960149	2.05685101790541	2.07554412271153	2.18780898155935	2.18601458542086	2.31515359050869	2.27491577564549	"PGR"	"progesterone receptor"
"700"	"TC01003809.hg.1"	4.71469701360322	4.75855956718936	4.62704290201859	4.6944236114392	4.73781271907129	4.59149146774081	4.81958707281951	4.96566283884096	4.94868913157686	4.69741646980577	5.08229314111188	4.86671812017137	4.86648567096086	4.97869088869271	4.9588505780614	"BATF3"	"basic leucine zipper transcription factor, ATF-like 3"
"701"	"TC12000432.hg.1"	6.40677239164855	6.51530240152072	6.5021011848569	6.40892831982389	6.39919059523364	6.34492009828485	6.28076464164443	6.28723375284418	6.57831998162462	6.28951016231135	6.43760800950227	6.23843094464928	6.10300416663682	5.95927663398622	6.02476223946697	"ZNF740"	"zinc finger protein 740"
"702"	"TC6_qbl_hap6000034.hg.1"	8.59028993933658	8.74685245579073	8.7463982567877	8.7158923165083	8.5692660968361	8.60297900366237	8.23677800811693	8.21042711733732	8.30224307438241	8.14796930373147	8.27310827491107	8.2558288705978	8.29919673185752	8.48534952298959	8.44429038247435	"MRPS18B"	"mitochondrial ribosomal protein S18B"
"703"	"TC14000977.hg.1"	5.46176938367077	5.44739116121821	5.23024684641075	5.41312014931985	5.50241455398279	5.42214739481281	5.5677487069925	5.61500744464182	5.53938169416668	5.73360428915306	5.65280661163609	5.70558035319901	5.63313084153	5.64931292842295	5.68093622056803	"CBLN3"	"cerebellin 3 precursor"
"704"	"TC14000694.hg.1"	2.1450138945474	1.36174624125708	1.86061178356166	1.7149923700101	1.58366060474934	1.93527706158451	1.83103345470532	1.95879384618071	1.70112620400486	1.95963982732297	1.92836505688626	1.95514525751418	1.93603421825591	2.2773123547957	2.12868306298424	"SNORD114-17"	"small nucleolar RNA, C/D box 114-17"
"705"	"TC6_qbl_hap6000166.hg.1"	4.88252228227979	4.86064825810708	4.66960341884675	4.74516525581991	4.719918681309	4.74538010366639	4.80116486249579	4.97669203449413	4.88346126966131	4.85146573163009	4.98285256530637	4.95196972328085	4.9494941048444	5.09264390339619	5.01074036630062	"SLC44A4"	"solute carrier family 44, member 4"
"706"	"TC17001199.hg.1"	8.12941831554964	8.26990309346361	8.28000082682334	8.28499207064253	8.2225235496946	8.18328022062531	8.05514018851429	8.15830625194973	8.29644549408535	8.1749120987127	8.3285539672287	8.26128829729219	8.39066806041737	8.59065879783689	8.48261936140057	"FLII"	"flightless I homolog (Drosophila)"
"707"	"TC04000642.hg.1"	1.65984189177815	1.61134159396083	1.50398751255089	1.59678577224805	1.46429667271997	1.59988174330194	1.60294003199543	1.63317448590733	1.54748946731754	1.62653323521553	1.71069367774023	1.65116315251967	1.77445596486443	1.6294834203354	1.66376136379924	"SLC25A31"	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31"
"708"	"TC09000896.hg.1"	5.8087801066309	6.32563862104625	5.9853530062556	5.86878078195077	5.81766666216791	5.75859199632485	6.40531582964693	5.80661021188861	6.10221347954906	6.20396897264548	5.57098234318926	5.67951016250516	5.39776519708041	4.94721890739167	5.21984581337316	"RANBP6"	"RAN binding protein 6"
"709"	"TC09000248.hg.1"	5.38774945782202	5.62794943539151	5.23387537513256	5.59455592624461	5.49470836813435	5.55605033912761	6.01461588489581	6.09996259396726	5.96511655662852	6.13767275224611	5.93080149105357	5.9845440882621	6.01041287176301	5.84852627524322	5.66934833279188	"FOXD4L2|FOXD4L4"	"forkhead box D4-like 2|forkhead box D4-like 4"
"710"	"TC11003449.hg.1"	10.0671791995723	10.0880477333633	10.313745707528	10.0046093946459	10.0198331106075	10.032944527104	9.55165241080521	9.45189894988853	9.45513132646141	9.60341375895866	9.55831448099931	9.5812187674412	10.0483145964363	10.1735396493855	10.208274504773	"TMX2"	"thioredoxin-related transmembrane protein 2"
"711"	"TC16002067.hg.1"	8.41751648592495	8.42557362261957	8.46710396171679	8.38388285911615	8.40753470676485	8.38826851405555	8.31726394157927	8.25525477599916	8.30704680412092	8.13110042418299	8.26196913655738	8.18010350725749	7.78923576559896	8.04945822335644	7.97909642887622	"HN1L"	"hematological and neurological expressed 1-like"
"712"	"TC10000488.hg.1"	4.28129932610119	4.22507568815729	4.2646724462864	4.17611458403034	4.29079608541489	4.25424094301973	4.25923412714206	4.34365124704916	4.30383330542267	4.28102602648055	4.28888930584904	4.41327333145264	4.29759877946274	4.32824871324762	4.34555576084694	"C10orf11"	"chromosome 10 open reading frame 11"
"713"	"TC01001977.hg.1"	4.54611574591369	4.15901701518169	4.52426276037763	4.43566191010997	4.36274708310255	4.42414483728518	4.45765258891182	4.56116802375546	4.32242405917779	4.80674733827835	4.4922616954875	4.42538174142901	4.91571239426097	4.83579807679492	4.53779377650453	"RN5S81"	"RNA, 5S ribosomal 81"
"714"	"TC10000679.hg.1"	4.58251883208248	4.56615768885683	4.39555519729263	5.0431953921134	4.71622338544302	4.85171072181981	5.00813821798633	4.76481611141536	4.51625593556163	5.09606330252298	4.66835645493782	4.63533980252167	3.93862667234357	3.97367519836665	4.00777967811325	"CCNJ"	"cyclin J"
"715"	"TC05003426.hg.1"	6.09925113731232	6.26660905866793	6.34610343515926	6.07173896762152	6.10843983173971	6.12748462886076	5.85901960993107	5.48630105106232	5.68107961074636	5.67953079258151	5.51617554422468	5.43885433025114	5.44450734368861	5.48910452735449	5.60975039541147	"RAPGEF6"	"Rap guanine nucleotide exchange factor (GEF) 6"
"716"	"TC05000084.hg.1"	4.56082308311762	4.60477480714791	5.08197391057657	4.49026130445117	4.55774673040731	4.64617136022022	4.24973617884395	4.41648638642362	4.42466155920683	4.08502069909116	4.35659399240464	4.34429415000969	3.92405792709668	4.35629984526562	4.165814886876	"FAM105A"	"family with sequence similarity 105, member A"
"717"	"TC12001637.hg.1"	8.21765900563634	8.65316443923522	8.74044869978201	8.09262866752076	8.07219159466798	8.05070080677577	7.6817816188843	7.81876512790776	8.57296530646301	7.51815534267109	8.21780160466962	8.08501528303641	8.02384296927638	8.5471460965028	8.31485426406394	"CTDSP2"	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2"
"718"	"TC03002039.hg.1"	8.32423344743341	8.49000513904197	8.5938016185403	8.27877806238588	8.29238884909484	8.39147084663435	8.55981468164954	8.0926099055194	8.29593364574834	8.48083079005865	8.20268971530324	8.16667776758126	7.65655155625474	8.05537356286408	7.94540686952908	"MRPL47"	"mitochondrial ribosomal protein L47"
"719"	"TC05000197.hg.1"	5.3409657636916	5.3638003368594	5.32423071990916	5.37686559398648	5.41650270649733	5.35664551406109	5.40809412246386	5.50628188097811	5.44468985358146	5.42895631728405	5.4910025948095	5.49815790331808	5.5163006994339	5.47554701724579	5.45682702516162	"NIM1"	"serine/threonine-protein kinase NIM1"
"720"	"TC11001510.hg.1"	7.15002931002666	7.15623823750794	7.11594318573207	7.17174614718148	7.1628260630338	7.21918137244991	7.56454533167786	7.19286538095621	7.08350360928947	7.50247540809745	7.12495432313278	7.10919997869546	6.75532897415421	6.70896703721781	6.82644274172614	"LIN7C"	"lin-7 homolog C (C. elegans)"
"721"	"TC6_ssto_hap7000036.hg.1"	6.40722792149832	6.31931246143959	6.41193364540552	6.36063826380323	6.27764610958618	6.33550308720709	6.10633153022175	6.24336807164759	6.24868966047943	6.05531637187198	6.24861123330608	6.12739341904916	6.16194249543896	6.03958386560108	6.08781152387569	"C6orf136"	"chromosome 6 open reading frame 136"
"722"	"TC04000182.hg.1"	3.08971870519186	3.40903272215013	3.29526052567872	3.06887388247629	3.09810526110557	3.03851418639936	3.00809555770337	2.97420433901047	3.20987330561571	3.03775871814595	2.96794779406135	2.96551356443162	2.99553412803883	3.06568294609186	3.10833320903951	"TBC1D19"	"TBC1 domain family, member 19"
"723"	"TC03003342.hg.1"	4.99617614092346	5.12630932899047	5.17190632801289	5.14287883401405	5.21367549769537	5.14767923144612	5.09035024820107	4.93658593651161	5.11233645494683	5.14211072747083	5.05475043737275	4.92683430461218	4.95611141682324	4.88506795885365	4.94353067371751	"NPHP3"	"nephronophthisis 3 (adolescent)"
"724"	"TC12000499.hg.1"	5.36138926320481	5.34478991351629	5.17606321154858	5.26387967982775	5.28578321777809	5.34783361411364	5.39699463870433	5.46075721559995	5.54466131492676	5.37650638878003	5.36508339055538	5.4432773919927	5.52714616796459	5.41711215371618	5.3935336747283	"IKZF4"	"IKAROS family zinc finger 4 (Eos)"
"725"	"TC16000674.hg.1"	7.29657990080654	7.35901841414719	7.33181873306319	7.37732296261688	7.25429140513742	7.28728221511174	7.84579851731778	7.47569375941586	7.43213805481865	7.83022421229654	7.32104649242663	7.3720394467906	7.84187804832421	7.39677758588841	7.48252687234672	"MAP1LC3B"	"microtubule-associated protein 1 light chain 3 beta"
"726"	"TC01002094.hg.1"	7.57552111305612	7.49961934667797	7.47899558417079	7.6112267912702	7.42290650763197	7.40000298792457	7.64898730631906	7.74808677862229	7.62606155127008	7.65247095824872	7.66782316875127	7.64405432832815	7.73327110574458	7.7946631613482	7.71478309558981	"AURKAIP1"	"aurora kinase A interacting protein 1"
"727"	"TC11000114.hg.1"	2.23335120674024	2.20475003774482	2.24936004193218	2.15780934529485	1.8085609257475	2.16487017791684	2.17276507586396	2.17528592274174	2.40481039076472	2.05683599004314	2.79626206183615	2.37246023228001	2.29179699408152	2.4226305911594	2.24066489524609	"OR52D1"	"olfactory receptor, family 52, subfamily D, member 1"
"728"	"TC07000968.hg.1"	4.53116648495434	4.76577907476531	4.54782573877442	4.62575269843988	4.72638009716102	4.42240761735945	4.69372344186139	4.72370937885044	4.84098808825002	4.52154240074179	4.69637997255956	4.88502216162164	4.77974417294726	5.09883886135033	4.81084242617015	"C7orf33"	"chromosome 7 open reading frame 33"
"729"	"TC09001502.hg.1"	6.47479508813602	6.44158275312401	6.32455410652828	6.39499569893559	6.31001370369135	6.31475251755447	6.28092268925454	6.39400859451071	6.4645758074065	6.29311272061363	6.46768990528641	6.3710522540508	6.58344501976271	6.48471226954602	6.44330490214652	"ALAD"	"aminolevulinate dehydratase"
