"","Comment.gene_symbols.","Comment.descriptions.","Drug_A.diff.logFC","a_p_val","Drug_C.diff.logFC","c_p_val","Drug_D.diff.logFC","d_p_val"
"714","ALS2CR11","amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11",-0.00192181614226028,0.999975715833619,-0.0522669734468502,0.595210339523547,-0.116705722655434,0.148565343369719
"715","TMEM237","transmembrane protein 237",-0.0304778344929089,0.999975715833619,0.151119799842996,0.264331147124758,0.234132759622582,0.0446935148647628
"716","MPP4","membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)",0.0473141062255156,0.999975715833619,-0.0259884793562608,0.751683285115929,-0.127992627887108,0.0615542764475192
"717","ICA1L","islet cell autoantigen 1,69kDa-like",0.0107543295354686,0.999975715833619,-0.0105648200093538,0.895235485549311,-0.243716619143854,0.00213415983896554
"718","DYTN","dystrotelin",-0.0373137906072727,0.999975715833619,-0.0863661462394605,0.404399316513474,-0.15840893704874,0.0704246783226427
"719","FZD5","frizzled family receptor 5",0.0569844915262552,0.999975715833619,0.0536634617271954,0.707461711583484,0.17170598562253,0.140722125790118
"720","PLEKHM3","pleckstrin homology domain containing, family M, member 3",0.132351773144543,0.907631296873123,0.20026157944187,0.138599629017114,0.448411232326793,0.00113395312512016
"721","RN5S116","RNA, 5S ribosomal 116",0.0780511862042568,0.999975715833619,-0.291040307855691,0.16093977484557,-0.182850655956714,0.251422598916135
"722","CRYGC","crystallin, gamma C",0.0505864779662293,0.999975715833619,-0.253838869676465,0.165072593275029,-0.285596331913132,0.0539385956822685
"723","IDH1","isocitrate dehydrogenase 1 (NADP+), soluble",0.173957788851021,0.973129340436556,0.0322173160882553,0.888366150276531,0.0505048865743989,0.776448071696804
"724","ACADL","acyl-CoA dehydrogenase, long chain",0.018985630621517,0.999975715833619,-0.0234596194853065,0.830563566481541,-0.167590982343467,0.0606750533916042
"725","MYL1","myosin, light chain 1, alkali; skeletal, fast",0.107116985232749,0.999975715833619,0.161243230863846,0.563703765441084,-0.0938103228754068,0.685562156678548
"726","ABCA12","ATP-binding cassette, sub-family A (ABC1), member 12",0.0317288428083167,0.999975715833619,-0.0540525893224038,0.536816423478225,-0.159310234652427,0.0363450061341851
"727","FN1","fibronectin 1",-0.0942399711363962,0.9608278020628,0.132648507857271,0.21854713520475,0.016117847409669,0.855494753473336
"728","TNS1","tensin 1",0.0106817868826692,0.999975715833619,-0.0445024216084304,0.658829686934724,-0.10242201741971,0.210131419618952
"729","TUBA4A","tubulin, alpha 4a",-0.0865664126242169,0.999975715833619,-0.0578837363263798,0.699558368409807,0.451518088835046,0.00323962957084108
"730","OBSL1","obscurin-like 1",-0.00331483809734667,0.999975715833619,-0.189891793412734,0.129197035542763,-0.255635346412244,0.0158499209519565
"731","PAX3","paired box 3",0.0533861363684509,0.999975715833619,-0.0989470429749293,0.393774126520525,-0.118954975735613,0.210451551679175
"732","WDFY1","WD repeat and FYVE domain containing 1",0.00613689012909102,0.999975715833619,-0.11716431240626,0.286563324044581,-0.133446500224731,0.139276167198372
"733","WDFY1","WD repeat and FYVE domain containing 1",0.0795113770886102,0.973129340436556,0.195351977381466,0.082655778849015,-0.0264209063478456,0.747130599527397
"734","SLC19A3","solute carrier family 19, member 3",-0.04889549936075,0.999975715833619,-0.112717397935133,0.164928792155298,-0.137471562468963,0.0395900312873224
"735","SNORA75","small nucleolar RNA, H/ACA box 75",-0.159684914865694,0.999975715833619,-0.0464798177233305,0.866592158856425,0.612272695412697,0.0127811556006839
"736","NPPC","natriuretic peptide C",0.0454166231113637,0.999975715833619,-0.0808723460494853,0.513128486946185,-0.0970417670181396,0.331110364207543
"737","NGEF","neuronal guanine nucleotide exchange factor",0.067996535190054,0.999975715833619,-0.119025720160214,0.300555648075022,-0.216089167462454,0.0319521095110676
"738","ARL4C","ADP-ribosylation factor-like 4C",0.353392578484182,0.773150995455174,0.362429999791312,0.159953084748641,0.654447586980098,0.00651361206266824
"739","GBX2","gastrulation brain homeobox 2",0.0490658972894549,0.999975715833619,-0.183406775680957,0.0974893602642363,-0.232301165008909,0.0112796686380496
"740","RAB17","RAB17, member RAS oncogene family",0.020644243910974,0.999975715833619,-0.11541008664997,0.194661280048088,-0.206507234776288,0.0113858337304274
"741","HES6","hairy and enhancer of split 6 (Drosophila)",0.0299781994048143,0.999975715833619,-0.161747751003915,0.168247474394863,-0.24063081311876,0.0181455427105337
"742","PER2","period homolog 2 (Drosophila)",-0.149624380726849,0.924184800727793,-0.168325696051246,0.254748172867704,0.598148701083471,0.000428229427569774
"743","AQP12B","aquaporin 12B",-0.006241618610626,0.999975715833619,-0.168242128641203,0.24317259735213,-0.27165710737279,0.030651953104793
"744","PASK","PAS domain containing serine/threonine kinase",0.0622151430444307,0.991386153984675,-0.00529975566711816,0.958484869391813,0.0105814690602246,0.888216581265347
"745","PDCD1","programmed cell death 1",0.011825349065413,0.999975715833619,-0.130071439654864,0.345464024953812,-0.0206254595135515,0.858096018966236
"746","C2orf18","chromosome 2 open reading frame 18",-0.0620921312200871,0.999975715833619,0.010524174719194,0.957097797523266,0.550054601456175,0.00238019498506394
"747","RNASEH1","ribonuclease H1",-0.126396005045589,0.964487212661153,-0.217873234489799,0.156902802678492,-0.108461850062156,0.357263093570649
"748","LBX2","ladybird homeobox 2",0.0397185881435105,0.999975715833619,-0.181780384783755,0.172196230132832,-0.319639659365344,0.00894843317236994
"749","PCGF1","polycomb group ring finger 1",0.0369499168999248,0.999975715833619,-0.0502540753645846,0.532235901428493,0.426223440855651,4.14041097322927e-05
"750","MRPS5","mitochondrial ribosomal protein S5",0.110374617710896,0.999975715833619,0.326285582843482,0.241381880866615,0.432571942549029,0.0637626251683439
"751","CRYGA","crystallin, gamma A",0.117738046153087,0.973129340436556,-0.0171127155622237,0.91228951820339,-0.13776612293641,0.240918761321116
"752","IGKV1-5","immunoglobulin kappa variable 1-5",-0.0247642277303344,0.999975715833619,-0.0802865069417109,0.48872023243829,-0.277650459884944,0.0112604151359447
"753","IGKV1-9","immunoglobulin kappa variable 1-9",0.0269422182578847,0.999975715833619,0.12354735953782,0.365351104161359,-0.0931616022607988,0.402163435579853
"754","LOC100653210","ig kappa chain V-III region VG-like",0.217293900418212,0.770499582871636,0.124040712673344,0.386089802692479,-0.00146536241699202,0.990294979206143
"755","IGKV1-27","immunoglobulin kappa variable 1-27",0.176264859487838,0.773150995455174,0.0573860572561289,0.635248809708428,-0.131274686967794,0.182662402554828
"756","PPP1CB","protein phosphatase 1, catalytic subunit, beta isozyme",0.0939234318403663,0.966886504352231,0.130033635204972,0.245883941327442,0.0140357755732179,0.880555204238778
"757","MORN2","MORN repeat containing 2",0.0670295582482501,0.999975715833619,0.197822635579574,0.117103468049229,-0.0443473589066663,0.637734456260152
"758","ARHGEF33","Rho guanine nucleotide exchange factor (GEF) 33",-0.000960933633442185,0.999975715833619,-0.119747233396312,0.168652115396811,-0.182255044793469,0.0163768260543002
"759","INO80B","INO80 complex subunit B",-0.11549982496882,0.866957806390663,-0.218221514552547,0.0595369065803015,0.0709801503965961,0.380491066835722
"760","IGKV1D-39","immunoglobulin kappa variable 1D-39",0.0443036121686973,0.999975715833619,0.0251459915685492,0.863501732409665,-0.0320698025408035,0.781325650132975
"761","IGKV2D-30","immunoglobulin kappa variable 2D-30",0.0732411175287098,0.999975715833619,-0.120518151297228,0.367004729868394,-0.266638848944001,0.0255135695199081
"762","IGKV2D-28","immunoglobulin kappa variable 2D-28",0.0230630732539696,0.999975715833619,-0.080200146815784,0.542062924147814,-0.144547795416599,0.177632476688504
"763","IGKV1D-8","immunoglobulin kappa variable 1D-8",0.0748045349521345,0.999975715833619,0.341845933728561,0.20832992158072,-0.028880160834019,0.896250561349946
"764","LIMS3L|LIMS3","LIM and senescent cell antigen-like domains 3-like|LIM and senescent cell antigen-like domains 3",0.154306744486556,0.902678020555724,0.182976362918993,0.203183073347396,-0.0354000194293551,0.761492806090789
"765","SLC4A10","solute carrier family 4, sodium bicarbonate transporter, member 10",0.0570884371164606,0.999975715833619,-0.0444140352379532,0.679127107324711,-0.243360923653326,0.0137844377098777
"766","C2orf47","chromosome 2 open reading frame 47",0.00136459010764689,0.999975715833619,-0.247175030073677,0.119506303206718,0.0765388629836377,0.514809699764787
"767","SP140","SP140 nuclear body protein",0.169306793082659,0.907631296873123,0.364730381876435,0.0533619700191733,0.363085737497278,0.0142307459592959
"768","SCLY","selenocysteine lyase",-0.194590156954182,0.547910656131799,-0.219833155393968,0.0703510619313864,-0.082948647878669,0.331776824181293
"769","RDH14","retinol dehydrogenase 14 (all-trans/9-cis/11-cis)",-0.136198148093924,0.941029352882304,-0.141359617770569,0.323412607098379,0.234124281381186,0.0549651045244886
"770","NT5C1B","5'-nucleotidase, cytosolic IB",0.0111861718687147,0.999975715833619,-0.162363988618683,0.118969192223921,-0.205484791780835,0.0173558182082365
"771","DPY30","dpy-30 homolog (C. elegans)",0.0384482946760301,0.999975715833619,0.0486386031735773,0.668010171427655,0.145197225292977,0.118434306988321
"772","GPR75","G protein-coupled receptor 75",0.148914681189565,0.585884615865382,0.0100589226480396,0.910781607475611,0.00373280726041525,0.956821747711659
"773","CCDC142","coiled-coil domain containing 142",-0.0497984370450473,0.999975715833619,-0.130897785117701,0.166220360774712,0.0744744545976292,0.306834973909637
"774","CHMP3|RNF103-CHMP3","charged multivesicular body protein 3|RNF103-CHMP3 readthrough",0.0238174408097969,0.999975715833619,0.367317551272821,0.0730561621113515,0.0346668734537507,0.813388066680025
"775","RNF103","ring finger protein 103",0.0768115827555587,0.96487126240502,0.105244247676921,0.24417689775793,0.416795892547958,0.000139304560190934
"776","TXNDC9","thioredoxin domain containing 9",-0.0434643305765992,0.999975715833619,0.0311850291776299,0.889147188970408,0.706608604462217,0.00161252580142623
"777","CCDC141","coiled-coil domain containing 141",-0.0722286150811344,0.999975715833619,0.127491601099018,0.476691480565795,0.019794221148187,0.895161217156415
"778","MREG","melanoregulin",0.0853854181016303,0.959256247531157,0.185911375834114,0.0869863628847243,0.307347293924681,0.00213756554643686
"779","ATG9A","autophagy related 9A",0.298876935958204,0.866957806390663,0.307985398463001,0.220414282784046,-0.00499718349855272,0.980681803400011
"780","FAM228B","family with sequence similarity 228, member B",-0.0897566449407941,0.861603293461612,-0.174704884467467,0.0452102118973014,-0.212896860362317,0.00404430258978915
"781","CNTN6","contactin 6",0.0246734124628376,0.999975715833619,-0.0612103466426785,0.494499455362793,-0.146364144849632,0.0548944445695437
"782","TRNT1","tRNA nucleotidyl transferase, CCA-adding, 1",-0.0475139934860689,0.999975715833619,0.0509916349306794,0.741769933676434,0.190779233080379,0.127981753119033
"783","EDEM1","ER degradation enhancer, mannosidase alpha-like 1",-0.14247386803182,0.977909193110411,0.102874549769043,0.579942192140139,-0.402379460045056,0.0181504319401898
"784","THUMPD3","THUMP domain containing 3",-0.315110783349102,0.773150995455174,-0.285869166795389,0.203714430155654,0.526822430235819,0.0111164826426753
"785","MKRN2","makorin ring finger protein 2",0.110891753687368,0.807426136951878,0.274708281093977,0.00887822278170723,0.856282863784192,2.00439510551666e-07
"786","FBLN2","fibulin 2",0.0352866499822868,0.999975715833619,-0.168147634613547,0.133554678783326,-0.266301916582077,0.00816495088978946
"787","LSM3","LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)",-0.0889852931363775,0.983864729833498,-0.212175184209975,0.120753301039368,-0.360889805319564,0.00423745699993868
"788","RN5S124","RNA, 5S ribosomal 124",-0.0748808374501557,0.999975715833619,-0.169082830670686,0.314297465131175,-0.373288929440219,0.0156294407003254
"789","SLC6A6","solute carrier family 6 (neurotransmitter transporter, taurine), member 6",0.132268489995004,0.999975715833619,0.266494100687466,0.424369570175919,-0.478188839471601,0.0867303214239913
"790","C3orf20","chromosome 3 open reading frame 20",-0.105873153082697,0.978543964224073,-0.453741181345162,0.0124677129491685,-0.444517383020631,0.00294336113803059
"791","KAT2B","K(lysine) acetyltransferase 2B",0.180630032250124,0.773150995455174,0.40860316993099,0.0101466985772121,-0.0482566609623021,0.641012543894615
"792","LRRC3B","leucine rich repeat containing 3B",-0.0168986817120151,0.999975715833619,-0.198639059475314,0.108670082067826,-0.224154029990728,0.0239167502290589
"793","CMC1","COX assembly mitochondrial protein 1 homolog (S. cerevisiae)",0.0187870755360091,0.999975715833619,0.0309632208105945,0.707430339718298,0.0248491209450887,0.716006217412572
"794","ZNF860","zinc finger protein 860",0.139012370143053,0.977909193110411,0.164377214022553,0.368847399990185,0.462701127878618,0.00883061535763173
"795","PDCD6IP","programmed cell death 6 interacting protein",-0.101990926179955,0.989201127709137,-0.0399661157491398,0.789271848178183,0.287173588055134,0.0264541637810464
"796","ARPP21","cAMP-regulated phosphoprotein, 21kDa",-0.00412682247724305,0.999975715833619,-0.103171617777333,0.238919107838765,-0.177792806306647,0.0225551694263658
"797","GOLGA4","golgin A4",-0.411037360791262,0.885724946651597,-0.548943313065704,0.154032040968643,0.507750651148378,0.0921527473120209
"798","C3orf35","chromosome 3 open reading frame 35",-0.10312274183369,0.999975715833619,-0.572647737731012,0.0217382020762517,-0.549857085104388,0.00596019070489573
"799","DLEC1","deleted in lung and esophageal cancer 1",-0.0314279810925981,0.999975715833619,-0.169910812867419,0.105920253859771,-0.227479561188314,0.0106532808097179
"800","OXSR1","oxidative-stress responsive 1",0.0168123753652134,0.999975715833619,0.363947110968841,0.0309435567776702,0.484170532752684,0.0012131828527688
"801","SLC22A13","solute carrier family 22 (organic anion transporter), member 13",0.0909385516629939,0.96487126240502,-0.081328727382953,0.444731578897646,-0.479044214039963,0.000185098863353805
"802","XYLB","xylulokinase homolog (H. influenzae)",-0.0048352584726894,0.999975715833619,0.333742775731068,0.0233765523769196,0.367546872894033,0.00280937595462487
"803","CCR8","chemokine (C-C motif) receptor 8",0.00528121848884977,0.999975715833619,-0.0762794989422306,0.380737032431937,-0.137226210180471,0.0632272906243872
"804","EIF1B","eukaryotic translation initiation factor 1B",-0.0353947039733651,0.999975715833619,0.0869940745928641,0.531296499309057,0.591056518076474,0.000281533460729276
"805","CTNNB1","catenin (cadherin-associated protein), beta 1, 88kDa",0.191449975428602,0.866957806390663,0.204196597979936,0.209742128464847,0.245055402199562,0.0681228178473147
"806","TRAK1","trafficking protein, kinesin binding 1",0.120483636477541,0.977866741857965,0.236262542674664,0.144795693780629,0.0794318290597653,0.519256085245306
"807","VIPR1","vasoactive intestinal peptide receptor 1",0.102369210569197,0.977909193110411,0.0510970407553168,0.702675794267831,-0.0771197563662165,0.476588648380828
"808","KBTBD5","kelch repeat and BTB (POZ) domain containing 5",0.0197800170247238,0.999975715833619,-0.225906896138677,0.104852194478695,-0.238941571549727,0.0286682955456609
"809","C3orf23","chromosome 3 open reading frame 23",-0.27987305635504,0.212032500870332,-0.197333322237775,0.0577904794809915,0.379745532884034,0.000280823281166983
"810","ZNF35","zinc finger protein 35",-0.0122163883964221,0.999975715833619,-0.124710057840325,0.575141234120331,0.357335571318847,0.0603581156359174
"811","ZNF501","zinc finger protein 501",-0.0570879326946758,0.999975715833619,-0.111186600762776,0.369467470936902,-0.0287058034449825,0.780626216455302
"812","KIF15","kinesin family member 15",0.221420208876587,0.999975715833619,0.81290253051383,0.0847054929028745,0.714260573923942,0.0440863490265703
"813","TGM4","transglutaminase 4 (prostate)",-0.0152412566775739,0.999975715833619,-0.173265606079849,0.172302546001385,-0.24144292877427,0.025422269090481
"814","SACM1L","SAC1 suppressor of actin mutations 1-like (yeast)",0.140465123988086,0.967834967199475,0.695490247437301,0.00228291220796667,0.395151514456564,0.0122490284773529
"815","CCR3","chemokine (C-C motif) receptor 3",0.173556989407633,0.976042952123479,0.530717094800023,0.0425967101637853,0.0435616226989826,0.808062806431397
"816","CCR2","chemokine (C-C motif) receptor 2",-0.298880412350474,0.802648415812642,0.499017666876463,0.0557218341474852,1.11058618368965,7.10351298326391e-05
"817","NBEAL2","neurobeachin-like 2",0.063624434798772,0.999975715833619,0.194952540800512,0.187686877402355,-0.144170207351777,0.213837721010972
"818","DHX30","DEAH (Asp-Glu-Ala-His) box polypeptide 30",-0.00999254403427852,0.999975715833619,0.113979863621338,0.180440419316135,0.240362848010315,0.00389618117341282
"819","FBXW12","F-box and WD repeat domain containing 12",-0.0149822004537277,0.999975715833619,-0.140926938947701,0.192335996309137,-0.179104067427915,0.0462633162042807
"820","GNAT1","guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1",0.0282899009692725,0.999975715833619,-0.121020057597819,0.264331147124758,-0.192553763832945,0.040397852030774
"821","SLC38A3","solute carrier family 38, member 3",-0.00477177058850664,0.999975715833619,-0.141614851577013,0.12292081387401,-0.196802554288033,0.0123382254758459
"822","RN5S131","RNA, 5S ribosomal 131",-0.0544846011384377,0.999975715833619,-0.192859238761971,0.124074230970989,-0.371924939371451,0.00215140427996018
"823","PPM1M","protein phosphatase, Mg2+/Mn2+ dependent, 1M",0.0628087183739758,0.99594129029345,0.105149925371482,0.257728182069251,-0.212097092248531,0.0138508584658807
"824","PHF7","PHD finger protein 7",0.0517637501573365,0.999975715833619,0.0975672922657749,0.333319218183736,-0.315598613072575,0.00267884884717425
"825","SNORD19","small nucleolar RNA, C/D box 19",-0.189483219033458,0.999975715833619,-0.174560028024746,0.697592616113405,0.875762860197435,0.0268803042874023
"826","SNORD69","small nucleolar RNA, C/D box 69",-0.0522843520760414,0.999975715833619,-0.0487460457421305,0.886862636411276,-0.0367466928606444,0.891006321266659
"827","CACNA2D3","calcium channel, voltage-dependent, alpha 2/delta subunit 3",0.0108372610644372,0.999975715833619,-0.122159403670247,0.231048765225258,-0.227175476012303,0.0147474436767805
"828","PXK","PX domain containing serine/threonine kinase",0.104877535047399,0.9608278020628,0.234511707866793,0.0835819640191543,0.676415776659787,2.1589658863869e-05
"829","PTPRG","protein tyrosine phosphatase, receptor type, G",-0.123940089330632,0.866957806390663,0.012199335369476,0.91283092471278,-0.415489543600492,0.000486047290715024
"830","C3orf49","chromosome 3 open reading frame 49",0.0303323071170922,0.999975715833619,-0.155789525257294,0.121223849112547,-0.0763265228912839,0.304987990770392
"831","KBTBD8","kelch repeat and BTB (POZ) domain containing 8",-0.103275412651698,0.999975715833619,-0.145606537607213,0.65657386571548,1.16324504491992,0.00112809791321091
"832","FAM19A1","family with sequence similarity 19 (chemokine (C-C motif)-like), member A1",0.0226033229811065,0.999975715833619,-0.0217862909722264,0.862429549552355,-0.182887951789986,0.0692569893274084
"833","CADM2","cell adhesion molecule 2",0.0562998644077797,0.999975715833619,-0.0431621383287415,0.693147845938389,-0.108674214531918,0.216287149764295
"834","HTR1F","5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled",-0.0479142044572964,0.999975715833619,-0.105561324383546,0.305619815692746,-0.23115491535293,0.0150521401864388
"835","ZNF654","zinc finger protein 654",0.123116772033787,0.994457957553367,0.2551707862406,0.177865173834958,0.449504731122623,0.00960222277023318
"836","C3orf38","chromosome 3 open reading frame 38",-0.0536166419468511,0.999975715833619,-0.0904010631875414,0.606045660898264,0.162458367610869,0.25209642588864
"837","EPHA6","EPH receptor A6",0.0309636042240928,0.999975715833619,-0.0669340828710472,0.406304388444448,-0.150619432177214,0.033369710595532
"838","NIT2","nitrilase family, member 2",0.0680598715968035,0.999975715833619,0.270617732152539,0.113748964292199,0.0196799003925294,0.879101782031494
"839","TFG","TRK-fused gene",0.0217675046672889,0.999975715833619,-0.00852781889417464,0.946355487987226,0.66742753058021,1.53838115172358e-05
"840","CEP97","centrosomal protein 97kDa",0.166731362612711,0.965737903976807,0.222930783245826,0.255974546828241,0.790762124072806,0.000442355235452527
"841","PVRL3","poliovirus receptor-related 3",0.0558789688596426,0.977909193110411,-0.00127228727422635,0.987928184079809,-0.119467147487957,0.0596698360787484
"842","CD96","CD96 molecule",0.0512593349924519,0.999975715833619,-0.0168953318647578,0.869788778601425,-0.255600139708435,0.00740928081535072
"843","TMPRSS7","transmembrane protease, serine 7",-0.0502140579201096,0.999975715833619,-0.112333384092431,0.191042500791156,-0.158952412699817,0.0297270092107882
"844","ATP6V1A","ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A",0.275427670948174,0.911725572955591,0.272294349467667,0.300489479321455,0.042114666314931,0.848075487697175
"845","NR1I2","nuclear receptor subfamily 1, group I, member 2",0.00717605696109036,0.999975715833619,-0.13982392311052,0.283533416327978,-0.24018744404418,0.0348258510523204
"846","NDUFB4","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa",0.0866454975036133,0.965737903976807,-0.0120830688409312,0.91228951820339,0.027682311011096,0.745813647167251
"847","GTF2E1","general transcription factor IIE, polypeptide 1, alpha 56kDa",0.124028179986868,0.999975715833619,0.126658539626323,0.509598636141908,0.245435945694609,0.119162005859719
"848","EAF2","ELL associated factor 2",0.0967161547698163,0.983577659881643,0.241704873644787,0.105920253859771,0.361678325704281,0.00617602766365071
"849","PARP15","poly (ADP-ribose) polymerase family, member 15",0.0432138969099465,0.999975715833619,-0.0967483178217607,0.31820615342605,-0.322998460843834,0.00175650922026733
"850","KALRN","kalirin, RhoGEF kinase",0.00747738759167316,0.999975715833619,-0.130827919572867,0.180506043210926,-0.180458800963827,0.0291366788419951
"851","CHST13","carbohydrate (chondroitin 4) sulfotransferase 13",-0.0254841110396296,0.999975715833619,-0.176803260805566,0.140006980972975,-0.285932442503253,0.00818138806575406
"852","PODXL2","podocalyxin-like 2",-0.180403865901834,0.907631296873123,-0.106455274850852,0.535304229774019,-0.395831775284366,0.0130897707666893
"853","CCDC48","coiled-coil domain containing 48",0.00733916355343656,0.999975715833619,-0.161972710332585,0.180832087372762,-0.265000131959121,0.0140187179353188
"854","COPG1","coatomer protein complex, subunit gamma 1",-0.0446062275319559,0.999975715833619,0.0485060597151943,0.77660312142672,0.025881042288237,0.853686742928666
"855","COL6A6","collagen, type VI, alpha 6",0.0704200734412059,0.999975715833619,-0.130726329789238,0.237967916880317,-0.249527531390415,0.01407484321101
"856","ACPP","acid phosphatase, prostate",-1.06028467094492,0.389030763548796,-0.809656268744829,0.105299536542145,-0.722859470012243,0.0563787537461272
"857","SRPRB","signal recognition particle receptor, B subunit",0.057736276224202,0.999975715833619,0.119927526724834,0.435923646279744,0.342474246194616,0.0157912837455899
"858","EPHB1","EPH receptor B1",-0.0475173598309935,0.999975715833619,-0.229733989717261,0.0615205312318783,-0.342655536549444,0.00215140427996018
"859","SLC35G2","solute carrier family 35, member G2",0.020713188484156,0.999975715833619,-0.0859965830188711,0.376217490021665,-0.187102602595671,0.029317802548885
"860","MRAS","muscle RAS oncogene homolog",-0.0756391903479896,0.9608278020628,-0.138739189883101,0.13288669027808,-0.146224188827945,0.0464314367923101
"861","SPSB4","splA/ryanodine receptor domain and SOCS box containing 4",-0.00605941531078003,0.999975715833619,-0.0612630165905363,0.585392591982971,-0.161918092655231,0.085275104043634
"862","RNF7","ring finger protein 7",0.0571234634857429,0.999975715833619,0.119368105582145,0.251644042652543,-0.00359462455321768,0.966498207009028
"863","C3orf58","chromosome 3 open reading frame 58",0.191759838680881,0.536750055771736,0.220297285334314,0.0636330416111303,0.678232124621137,6.54276098161711e-06
"864","TSC22D2","TSC22 domain family, member 2",0.123279352799271,0.96487126240502,0.186861118914774,0.206508231644975,1.03675531119117,3.14487652431097e-06
"865","MME","membrane metallo-endopeptidase",0.0792825931876502,0.985203537394565,-0.0477572152147565,0.671043876510285,-0.199937520080832,0.0387129038226391
"866","PTX3","pentraxin 3, long",0.0147085030363496,0.999975715833619,-0.0239429803419173,0.871326758022956,-0.130266515262361,0.251250582459865
"867","C3orf55","chromosome 3 open reading frame 55",0.0592797960090765,0.999975715833619,0.0111030970391197,0.930827174763459,-0.0916693252125538,0.331929912358058
"868","GFM1","G elongation factor, mitochondrial 1",0.0650388692046464,0.999975715833619,0.212002929843036,0.151975449253543,0.523006420975048,0.000726244694550287
"869","MFSD1","major facilitator superfamily domain containing 1",-0.0335692159271987,0.999975715833619,0.041455860072503,0.693147845938389,0.020420332547709,0.811983507328215
"870","SERPINI1","serpin peptidase inhibitor, clade I (neuroserpin), member 1",-0.275616370232436,0.303559987140304,-0.223088172692652,0.059515949227023,-0.263294202165885,0.00779665083359922
"871","LRRIQ4","leucine-rich repeats and IQ motif containing 4",0.138216866581224,0.9758072769857,0.0503925257414668,0.774433801386567,-0.253382810077673,0.0783531918386043
"872","SAMD7","sterile alpha motif domain containing 7",0.0243339892686607,0.999975715833619,-0.0943780174645124,0.44768910519741,-0.298029531329232,0.0113857307857436
"873","SKIL","SKI-like oncogene",-0.134495352288126,0.999975715833619,-0.130416542111302,0.61185301104114,1.09184102170918,0.000289043366598644
"874","TMEM212-IT1","TMEM212 intronic transcript 1 (non-protein coding)",0.175787603722663,0.773150995455174,-0.000902968505029911,0.994717405817059,-0.1933503432774,0.0673588975842988
"875","ECT2","epithelial cell transforming sequence 2 oncogene",0.499775669832348,0.96487126240502,1.06807229050921,0.101499320501719,0.976297647591415,0.0487229406637616
"876","FXR1","fragile X mental retardation, autosomal homolog 1",0.184059999065671,0.861603293461612,0.300653812976868,0.0803087854420031,0.0621009235961347,0.61204694875219
"877","RNU6-1|RNU6-2","RNA, U6 small nuclear 1|RNA, U6 small nuclear 2",-0.0422536812717365,0.999975715833619,-0.131167300210603,0.563877145923421,-0.472945289724736,0.021382664249042
"878","SOX2","SRY (sex determining region Y)-box 2",0.0510794425620595,0.999975715833619,-0.0123226756945067,0.948827426915036,-0.178952025658493,0.197781379211849
"879","HTR3E","5-hydroxytryptamine (serotonin) receptor 3E, ionotropic",-0.0255572602960132,0.999975715833619,-0.0670524494650873,0.535304229774019,-0.241117393524761,0.0150537909082078
"880","SNORD66","small nucleolar RNA, C/D box 66",0.0332536884105492,0.999975715833619,-0.0161347062895176,0.949678514951716,0.24565428743104,0.187943046443191
"881","FAM131A","family with sequence similarity 131, member A",0.021035800668229,0.999975715833619,-0.177516532666026,0.153086975299846,-0.342460982928577,0.00398231757639352
"882","POLR2H","polymerase (RNA) II (DNA directed) polypeptide H",-0.0333965734279831,0.999975715833619,-0.0497556003449393,0.658591702072767,0.179737168758376,0.058974153658485
"883","EPHB3","EPH receptor B3",-0.0196216735290635,0.999975715833619,-0.20729476245008,0.104076274441716,-0.259399813788513,0.0137500696572293
"884","AHSG","alpha-2-HS-glycoprotein",-0.0193372738927433,0.999975715833619,-0.153290445440261,0.15261343830209,-0.324744044568381,0.00215394622745443
"885","HRG","histidine-rich glycoprotein",-0.00849962236546586,0.999975715833619,-0.0538667733139127,0.557109374542232,-0.149935691495819,0.0555419345838355
"886","ST6GAL1","ST6 beta-galactosamide alpha-2,6-sialyltranferase 1",-0.0393022859030756,0.999975715833619,-0.0927388487450829,0.456276423474845,-0.189413972752616,0.0705419164099486
"887","RTP4","receptor (chemosensory) transporter protein 4",0.187372001046219,0.907631296873123,0.294708315555483,0.126618178443135,0.255403914628857,0.0841425575489001
"888","LPP","LIM domain containing preferred translocation partner in lipoma",-0.0232600785110746,0.999975715833619,-0.0800759234579149,0.383269387169752,-0.182920401109925,0.025941816511875
"889","TP63","tumor protein p63",-0.0110524134070937,0.999975715833619,-0.0548035929272777,0.554499218971914,-0.176427659659868,0.0304413082978009
"890","IL1RAP","interleukin 1 receptor accessory protein",0.0732257695809628,0.999975715833619,0.130774040691336,0.240751647663164,-0.105215316097741,0.240480259186295
"891","PYDC2","pyrin domain containing 2",0.325094257771048,0.400025473150277,0.122733920271816,0.393697713111637,-0.171013576770821,0.14959603816499
"892","RPL35A","ribosomal protein L35a",-7.69598131391547e-05,0.999975715833619,-0.00417872571877709,0.976848830928046,0.0221432168940892,0.831429029130644
